uuid,Label,Statement,Premise
0797ff90-f847-4442-92fd-017c539bb38f,0,1 patient dans l'essai primaire a souffert d'un caillot sanguin bloquant sa trachée.,"Événements indésirables 1: Total: 10/31 (32,26%) Limber 1/31 (3,23%) thrombose1 / 31 (3,23%) Diarrhée1 / 31 (3,23%) Douleur 2/31 (6,45%) Douleur Back1 / 31 (3,23%) Douleur Extrairence LIB 1/31 (3,23%) Syncope 1/31 (3,23%) Pain thoracique / thorax1 / 31 (3,23%) Hyponatrémie 1/31 (3,23%) Fever1 / 31 (3,23%) AST 1/31 (3,23%) Infection1 / 31 (3,23%) Anorexie 1/31 (3,23%) Dyspnée 2/31 (6,45%)"
6550c068-14e6-4e93-8f98-756338c91e35,1,Les patients de l'essai primaire traités avec un fulvestrant 250 mg avaient un taux de réponse objectif plus élevé que ceux traités avec une dose de chargement fulvestrant 250 mg +.,"Mesure des résultats: Réponse objective (ORR) Le taux de réponse objective a été défini comme un pourcentage de patients avec une réponse complète (disparition CR de toutes les lésions cibles) ou une réponse partielle (PR au moins 30% de diminution de la somme des diamètres des lésions cibles).Tous les patients devaient être suivis toutes les 12 semaines pour la progression définie par les critères d'évaluation de la réponse dans les tumeurs solides (RECIST v1.1).Camais: Les données prévues ont été coupées pour cette étude lorsque tous les patients, à l'exception des retraits, ont été suivis pendant au moins 24 semaines.Les patients ont reçu un traitement jusqu'à environ 2 ans.Résultats 1: ARM / Groupe Titre: Fulvestrant 250 mg ARM / Groupe Description: Fulvestrant 250 mg Nombre global de participants analysés: 47 Type de mesure: Nombre Unité de mesure: Pourcentage de patients 8,5 (2,4 à 20,4) Résultats 2: Titre du bras / groupe: Fulvestrant 250 mg + dose de chargement bras / groupe Description: Fulvestrant 250 mg + dose de chargement Nombre global de participants analysés: 51 Type de mesure: Nombre Unité de mesure: pourcentage de patients 5,9 (1,2 à 16,2)"
de71f285-4382-465f-9e7e-d163662f6d9c,0,L'essai principal n'avait qu'un total de 66 patients dans les deux cohortes.,"Événements indésirables 1: Total: 2/3 (66,67%) Neutropénie fébrile 1/3 (33,33%) Flutter auriculaire 0/3 (0,00%) Fibrillation auriculaire 0/3 (0,00%) Échec cardiaque 0/3 (0,00%) SINUS SINUSBradycardie 1/3 (33,33%) Tachycardie supraventriculaire 0/3 (0,00%) Douleur abdominale supérieure 0/3 (0,00%) Dysphagie 0/3 (0,00%) Masse intestinale 0/3 (0,00%) PanReatitite Acite 0/3 (0,00%) Obstruction intestinale petite 0/3 (0,00%) Événements indésirables 2: Total: 0/3 (0,00%) Neutropénie fébrile 0/3 (0,00%) Flutter auriculaire 0/3 (0,00%) Fibrillation auriculaire 0/3 (0,00%) défaillance cardiaque 0/3 (0,00%) Sinus Bradycardie 0/3 (0,00%) Tachycardie supraventriculaire 0/3 (0,00%) Douleur abdominale supérieure 0/3 (0,00%) Dysphagie 0/3 (0,00%) Masse intestinale intestinale0/3 (0,00%) pancréatite aiguë 0/3 (0,00%) obstruction intestinale petite 0/3 (0,00%)"
3419e901-5880-488d-912c-023e8d1b51c7,0,"L'essai principal a enregistré un patient atteint d'insuffisance cardiaque congestive, l'essai secondaire a enregistré davantage.","Événements indésirables 1: Total: 8/30 (26,67%) Insuffisance cardiaque 1/30 (3,33%) vertige 1/30 (3,33%) Fièvre intestinale 1/30 (3,33%) Fièvre 1/30 (3,33%) Aspartate aminotransféraseAugmentation de 1/30 (3,33%) de l'alanine aminotransférase a augmenté de 1/30 (3,33%) de douleurs au dos 1/30 (3,33%) Effusion pleurale 1/30 (3,33%) Maculo Papular 1/30 (3,33%) Hypotension 1/30(3,33%) Événements indésirables 1: Total: 2/3 (66,67%) Neutropénie fébrile 1/3 (33,33%) Flutter auriculaire 0/3 (0,00%) Fibrillation auriculaire 0/3 (0,00%) insuffisance cardiaque 0/3 (0,00%) Bradycardie sinus0/3 (0,00%) obstruction intestinale petite 0/3 (0,00%) Événements indésirables 2: Total: 0/3 (0,00%) Neutropénie fébrile 0/3 (0,00%) Flutter auriculaire 0/3 (0,00%) Fibrillation auriculaire0/3 (0,00%) Insuffisance cardiaque 0/3 (0,00%) Sinus Bradycardie 0/3 (0,00%) Tachycardie supraventriculaire 0/3 (0,00%) Douleurs abdominales supérieures 0/3 (0,00%)Dysphagie 0/3 (0,00%) Masse intestinale 0/3 (0,00%) Pancréatite aiguë 0/3 (0,00%) Obstruction intestinale 0/3 (0,00%)"
cd645637-0a31-4f54-bc75-4a52349cf100,0,"Les patients de l'essai principal reçoivent 50 mg / m2, 75 mg / m2 et 80 mg / m2 par jour tous les 5 jours pour chaque cycle de 4 semaines",Intervention 1: phase 1 azacitidine (vidaza): 50 mg / m2 75 mg / m2 ou 100 mg / m2 par jour pendant 5 jours pour chaque cycle de 4 semaines Paclitaxel (abraxane): 100 mg / m2 chaque semaine pendant 3 semaines de chaque cycle de 4 semaines
e4756896-55c2-46e1-be19-14697ad3b39f,1,Un patient de l'essai primaire avait des taux de calcium sanguin bien au-dessus de la normale.,"Événements indésirables 1: Total: 6/40 (15,00%) Nausée 1/40 (2,50%) Vomissements 1/40 (2,50%) Douleur thoracique 1/40 (2,50%) Hypercalcémie 1/40 (2,50%) Thromboembolisme 2/40(5,00%)"
2f2301cd-b8fa-47cc-94cc-e31150ce8f9e,0,"L'essai principal et l'essai secondaire n'ont que des groupes de test, de sorte que tous les patients reçoivent de nouvelles interventions (approuvées par la FDA).",Intervention 1: Les participants de suivi de la santé (contrôle) affectés à la condition de suivi de la santé ont reçu des soins habituels et n'ont assisté à aucune réunion.Intervention 2: Soutien des pairs Les réunions du groupe de soutien par les pairs se sont concentrées sur la promotion de l'objectif de la vie en offrant aux participants des opportunités de soutenir et de prendre soin les uns des autres.Les patients ont terminé un journal hebdomadaire d'expériences critiques ou de problèmes de vie actuels en tant que devoirs et ont ensuite été encouragés à partager ces expériences lors des réunions de groupe.L'animatrice du groupe a encouragé les participants à s'entraider les uns les autres avec ces problèmes et à partager comment ils avaient traité des problèmes similaires. Intervention 1: Exémestane (exemplaire seul) Dose orale Exémestane prise avec de la nourriture (25 mg de comprimé une fois par jour) Intervention 2: Combinaison (exemplaire +Célécoxib) doses orales à prendre avec de la nourriture (25 mg de comprimé exemplaire une fois par jour célécoxib 2 x 200 mg comprimés deux fois par jour)
47553222-0aff-4394-bcfc-9f19c0863835,0,"Le procès secondaire n'a pas de date de fin définie, tandis que l'essai principal a duré 2 semaines.","Mesure des résultats: Changement en pourcentage de la ligne de base à 2 semaines dans l'expression de Ki67 Le tissu tumoral collecté par une biopsie centrale au départ et à la fin du cycle 1 a été utilisé pour déterminer l'expression de Ki67.L'expression de Ki67 est définie comme le pourcentage de cellules tachant positif par test central validé.Camais: Baseline 2 semaines Résultats 1: ARM / Groupe Titre: Abemaciclib + Anastrozole bras / groupe Description: Les participants ont reçu 150 mg d'Abemaciclib oralement Q12H plus 1 mg d'Anastrozole oralement QD pendant 2 semaines.Tous les participants ont reçu 150 mg d'Abemaciclib oralement Q12H plus 1 mg d'Anastrozole oralement QD pendant 14 semaines supplémentaires.La durée totale du traitement était de 16 semaines.Nombre global de participants analysés: 59 Unité de mesure géométrique (intervalle de confiance à 90%): Résultats du pourcentage 92,86 (94,82 à 90,16)2 semaines.Tous les participants ont reçu 150 mg d'Abemaciclib oralement Q12H plus 1 mg d'Anastrozole QD pendant 14 semaines supplémentaires.La durée totale du traitement était de 16 semaines.Nombre global de participants analysés: 52 Unité de mesure géométrique moyenne (intervalle de confiance à 90%) Mesure des résultats: modification du pourcentage 90,52 (93,12 à 86,93): La faisabilité de la radiothérapie externe dirigée par le PBI tel que mesuré par le pourcentage de participants atteignant une radiothérapie dosimétriquesera jugée irréalisable si plus de 4 patients ne peuvent pas être traités car sa tumeur est telle qu'un plan de traitement dosimétriquement satisfaisant ne peut pas être conçu pour elle.Camais: Dans un an suivant les résultats de l'enregistrement du protocole 1: ARM / Groupe Titre: Cohorte 1 (36 Gy) ARM / Groupe Description: 36 Gy en 9 fractions Bid x 4 1/2 jours de traitement Irradiation mammaire partielle (PBI) Nombre global deParticipants Analyse: 50 Type de mesure: Nombre Unité de mesure: Pourcentage de participants 100 Résultats 2: ARM / Groupe Titre: Cohorte 2 (40 Gy) ARM / groupe Description: 40 Gy en 10 fractions Offre sur 5 jours de traitement Irradiation mammaire partielle (PBI) Nombre global de participants analysés: 50 Type de mesure: Nombre Unité de mesure: pourcentage de participants 100"
24b24d36-2500-4841-99a3-13cba905d77d,0,L'essai principal au moins 8 types différents d'événements indésirables liés au cardiaque.,"Événements indésirables 1: Total: 20/52 (38,46%) Anémie 0/52 (0,00%) Pancytopénie 1/52 (1,92%) Infarctus du myocarde aigu1/52 (1,92%) choc cardiogénique 1/52 (1,92%) Palpitations 0/52 (0,00%) Effusion péricardique 0/52 (0,00%) Faiche ventriculaire droite 1/52 (1,92%) Douleur abdominale 0/52 (0,00%) Ascite 3/52 (5,77%) Événements indésirables 2: Total: 25/49 (51,02%) Anémie 2/49 (4,08%) Pancytopénie 0/49 (0,00%) Infarctus du myocarde aigu 1/49 (2,04%)Fibrillation 1/49 (2,04%) Panne cardiaque 0/49 (0,00%) Choc cardiogénique 0/49 (0,00%) Palpitations 1/49 (2,04%) Effusion péricardique 4/49 (8,16%) FAISE VENTRICULAIRE DU REGET 0/49 (0,00%) Douleurs abdominales 1/49 (2,04%) Ascite 0/49 (0,00%)"
aa6a20f8-ee49-42b7-9b9b-64caa8b22e35,1,"Seuls 2 des 12 types d'événements indésirables enregistrés dans l'essai principal, se sont produits plus d'une fois.","Événements indésirables 1: Total: 10/33 (30,30%) Constipation 1/33 (3,03%) Dysphagie 1/33 (3,03%) Ileus 1/33 (3,03%) Nausée 1/33 (3,03%) Vomit 1/33 (3,03%) fatigue 1/33 (3,03%) douleur 1/33 (3,03%) septicémie 2/33 (6,06%) Infection des voies urinaires 1/33 (3,03%) Alanine aminotransférase a augmenté de 1/33 (3,03%) Aspartate aminotransférase a augmenté1/33 (3,03%) déshydratation 2/33 (6,06%)"
49213077-0a5b-4368-a48a-282d2ca9d77a,1,Les patients de l'essai primaire reçoivent plus de Mg d'enzalutamide que de fulvestrant au cours de l'étude.,"Intervention 1: Fulvestrant avec enzalutamide 500 mg de fulvestrant sera donné IM les jours 1 15 28, alors toutes les 4 semaines selon le niveau de soins (SOC) et 160 mg d'Enzalutamide seront donnés en conjonction avec PO fulvestrant quotidiennement.Le fulvestrant avec enzalutamide: 500 mg de fulvestrant sera donné les jours 1 15 28, alors toutes les 4 semaines selon le niveau de soins (SOC) et 160 mg d'enzalutamide recevront quotidiennement PO.Les patients recevront une biopsie tumorale au début du traitement et 4 semaines après le début du traitement avec une 3e biopsie en option à la fin du traitement."
e802b1f6-62fb-4759-b261-c69dbdc1d7ef,0,Les deux cohortes de l'essai principal reçoivent des doses plus élevées de Q-122 que les cohortes d'essai secondaires reçoivent des variantes AZD9496.,Intervention 1: 100 mg q 122 Dosage était 100 mg q 122 administré par voie orale sous forme de deux capsules de 50 mg une fois par jour pendant 28 jours.Intervention 2: 200 mg Q 122 était de 200 mg q 122 administré par voie orale sous forme de quatre capsules de 50 mg une fois par jour pendant 28 jours. Intervention 1: La période de traitement 1 Les participants ont reçu une variante AZD9496 (100 mg).Intervention 2: Période de traitement 2 Les participants ont reçu une référence AZD9496 (100 mg).
01a57096-0278-4c70-be43-acd57010cd6f,1,Il y avait plus de patients présentant une pression artérielle significativement élevée dans la cohorte 1 de l'essai primaire que dans la cohorte 1 de l'essai secondaire.,"Événements indésirables 1: Total: 6/21 (28,57%) Hypertension 3/21 (14,29%) œdème 3/21 (14,29%) Nausées 2/21 (9,52%) Fracture 1/21 (4,76%) Dizzineux 3/21 (14,29%) Syncope 2/21 (9,52%) Maux de tête 2/21 (9,52%) Dyspnée 2/21 (9,52%) Hypoxie 3/21 (14,29%) Événements indésirables 1: Total: 1/40 (2,50%) Hypertension 0/ 40 (0,00%) baisse de GI Said de 1/40 (2,50%) mort 0/40 (0,00%) Maux de tête 0/40 (0,00%) Dyspnée 0/40 (0,00%) Sinusite 0/40 (0,00%) déhiscence des plaies0/40 (0,00%) Événements indésirables 2: Total: 3/41 (7,32%) Hypertension 1/41 (2,44%) Saignement gastro-intestinal 0/41 (0,00%) décès 0/41 (0,00%) Maux de tête 0/41(0,00%) Dyspnée 0/41 (0,00%) Sinusite 1/41 (2,44%) DÉHISCENCE PLAISE 1/41 (2,44%)"
414ae027-b420-4f01-afd5-164cd8146a30,1,"16 Les participants de l'essai principal sont considérés comme censurés.L'essai secondaire a utilisé la même mesure des résultats, mais n'avait pas de patients censurés.","Mesure des résultats: Nombre de participants avec survie sans progression (PFS) Réponse complète (CR): disparition de toutes les lésions cibles.Tous les ganglions lymphatiques pathologiques (cible ou non cible) doivent avoir présenté une réduction de l'axe court à 10 mm.Réponse partielle (PR): Au moins une diminution de 30% de la somme des diamètres des lésions cibles prenant comme référence à la somme de référence des diamètres.Maladie progressive (PD): Au moins 20% d'augmentation de la somme des diamètres des lésions cibles prenant comme référence la plus petite somme de l'étude accompagnée d'une augmentation absolue d'au moins 5 mm ou d'une apparence d'une ou plusieurs nouvelles lésions.Maladie stable (SD): ni un retrait suffisant pour se qualifier pour les relations publiques ni une augmentation suffisante pour se qualifier pour la prise de DP comme référence de plus petits diamètres de somme.La PFS est le temps de l'inscription à ce jour de la première progression ou de la mort de la maladie documentée en raison de toute cause.Un participant est considéré comme censuré lorsque les données sur le temps de l'événement sont manquantes en raison d'un sujet perdu pour suivre ou non l'occurrence de l'événement de résultat avant l'achèvement de l'essai.Camais: jusqu'à 18 mois Résultats 1: ARM / Groupe Titre: Les patients sans métastases osseuses ARM / groupe Description: Les patients sans métastase osseuse ont été randomisés en un rapport 1: 1 à la thérapie standard plus l'acide zolédronique 4 mg IV Administration d'acide zolédronique mensuellement pendantMois 1 18. Nombre global de participants analysés: 15 Type de mesure: Nombre Unité de mesure: Participants Événement: 9 Censor: 6 Résultats 2: ARM / Groupe Titre: Patients atteints de métastases osseuses ARM / Groupe Description: Les patients atteints de métastases osseuses ont reçu une thérapie standard+ acide zolédronique pendant 18 mois (interrompu lors de la progression de la maladie / malignité secondaire) Nombre global de participants analysés: 29 Type de mesure: Nombre Unité de mesure: Participants Événement: 19 Censor: 10 Mesure de résultat: survie sans progression (PFS): Facilité radiologique indépendante (IRF) Évaluation IRF Évaluée PFS a été définie comme le temps (en mois) de la randomisation jusqu'à la date de la première maladie progressive radiologique documentée par réponseCritères d'usage dans les tumeurs solides (RECIST) version 1.1 ou décès de toute cause, la première éventualité se produit en premier.Selon RECIST V1.1 Progression définie comme 1) pour les lésions cibles: au moins une augmentation de 20% de la somme des mesures de lésions cibles par rapport à la plus petite somme de l'étude (y compris la ligne de base), l'augmentation absolue de la somme doit être au moins5 millimètres (mm) 2) Pour les lésions non cibles: progression non équivoque des lésions non cibles évaluées dans son ensemble de telle sorte qu'il est clair que le traitement a échoué et que la maladie progresse quel que soit le statut des lésions cibles 3) et / ou l'apparence deune ou plusieurs nouvelles lésions.L'analyse a été réalisée par la méthode Kaplan Meier.Calendrier: ligne de base jusqu'à la maladie ou la mort progressive radiologique due à toute cause (jusqu'à une durée maximale de 36,9 mois) Résultats 1: Titre du bras / groupe: Talazoparib Arm / groupe Description: Les participants ont reçu du talazoparib 1 mg par voie orale une fois par jour jusqu'à la progression radiographique de la maladie comme une progression comme la maladie radiographique commedéterminé par la décision centrale de la toxicité inacceptable de l'IRF, la décision du médecin de sevrage du médecin de résilier le traitement ou le parrain de la décision de résilier l'essai (jusqu'à un maximum de 70,2 mois).Un cycle était de 21 jours.Nombre global de participants analysés: 287 médian (intervalle de confiance à 95%) Unité de mesure: mois 8.6 (7.2 à 9.3) Résultats 2: Titre du bras / groupe: Traitement du médecin ARM / groupe Description: Les participants ont reçu 1 des médicaments suivants dansSchémas spécifiés selon le choix du médecin: 1) Capécitabine 1250 mg / m ^ 2 oralement deux fois par jour le jour 1 à 14 dans chaque cycle 2) Mésylate d'éribuline 1,4 mg / m ^ 2 (équivalent à l'éribuline 1,23 mg / m ^ 2)Comme 2 à 5 minutes IV Perfusion au jour 1 et 8 dans chaque cycle 3) Gemcitabine 1250 mg / m ^ 2 comme 30 minutes IV Perfusion au jour 1 et 8 dans chaque cycle 4) Vinorelbine 30 mg / m ^ 2 comme 6 à 10Perfusion de minute IV au jour 1 8 et 15 dans chaque cycle jusqu'à la progression de la maladie radiographique, telle que déterminée par la décision centrale de la toxicité inacceptable du RETRALICE, la décision du médecin de retrait de résilier le traitement ou le parrain de la décision de mettre fin à l'essai (jusqu'à un maximum de 45,3 mois).Un cycle était de 21 jours.Nombre global de participants analysés: 144 Unité de mesure médiane (intervalle de confiance à 95%): mois 5,6 (4,2 à 6,7)"
0a24a07e-2cb4-4591-aea4-a370f462cc49,1,Le trimestre d'essai principal dure une période plus courte que le traitement d'essai secondaire.,"Intervention 1: Brachythérapie mammaire partielle accélérée. Chaque patient recevra une brachythérapie mammaire partielle accélérée avec un implant plan multiple.Les patients recevront 3400 CGY livrés dans 10 fractions deux fois par jour.Le traitement doit être donné plus de 5 7 jours avec un minimum de 6 heures de séparation entre les fractions. Intervention 1: ARM I (Cranial Microcourrent Stimulation CES CES) reçoivent une unité CES (stimulatrice alpha stim 100 microcourrents) qui passe des niveaux de microcurrent de biphasique électrique biphasiqueStimulation via des électrodes de lobe d'oreille.L'unité CES est prédéfinie pour fournir 1 heure de 100 A (niveau sous sensoriel) modifié une stimulation biphasique d'onde carrée sur un cycle de service de 50% à 0,05 Hz et pour désactiver automatiquement à la fin d'une heure.Les patients utilisent leur unité CES une fois par jour dans les semaines 1 18. Thérapie basée sur l'énergie: Étant donné une fois par jour pendant 18 semaines Intervention 2: Les patients ARM II (CES FAC) reçoivent une unité CES comme dans le bras I mais les électrodes du lobe d'oreille ne passent pas électriquecourant.Les patients utilisent leur unité CES une fois par jour dans les semaines 1 18. Intervention simulée: donnée une fois par jour pendant 18 semaines"
82bd50ac-9407-413b-9eb8-653cef49706c,0,Une solution saline chaude est utilisée à la fois dans l'essai principal et l'essai secondaire.,Intervention 1: Maestro Baseline Intervention 1: Expansion des tissus aéroformes Inflation d'expansion des tissus aéroforme avec dioxyde de carbone par expansion de tissu aéroforme télécommandé: l'expanseur de tissu contrôlé par le patient aéroforme est un expander de tissu mammaire implanté après la mastectomie et activé par la télécommande pour libérer des doses de carbone de carbond'un réservoir interne pour remplir et gonfler l'expanseur.Intervention 2: Expansion des tissus salins Expansion des tissus salins gonflée par des injections d'aiguille d'expansion du tissu salin salin: Un expanseur de tissu salin est un expanseur de tissu mammaire qui est implanté après la mastectomie et gonflé au fil du temps en utilisant des injections d'aiguille pour remplir et gonfler l'expansion avec une solution saline.
426d3ecd-73e3-4226-83c6-cfcb9212ed62,0,"Tous les sujets d'essai principaux avaient une maladie progressive, un taux de réponse objectif du SNC complet ou un taux de réponse partiel.","Mesure des résultats: le nombre de participants atteints de réponse au système nerveux central (SNC) Le meilleur résumé de réponse globale de la réponse objective du SNC (population de mitons de monothérapie lapatinib) au lapatinib chez les patients atteints de métastases cérébrales progressives de l'ErbB2 surexprimant le cancer du sein.Le principal indicateur de l'efficacité du médicament était le taux de réponse objectif du SNC.Une réponse objective du SNC a été définie comme une réponse complète (CR) ou une réponse partielle (PR), comme évalué par l'analyse volumétrique de l'imagerie par résonance magnétique du cerveau (IRM) à condition qu'il n'y ait pas de progression de la maladie systémique en dehors du SNC augmentant les exigences de stéroïdes ou de l'aggravationdes signes et symptômes neurologiques (NSS) Un taux de réponse objectif du SNC a été défini comme une réduction volumétrique de 50% de la somme des lésions cibles du SNC sans SNC neuf ou non progressive ou des lésions non CNS sans augmentation des exigences stéroïdes liées à la tumeur et aucune aggravation des signes neurologiquesou Symptômes Chronomètre: temps de la ligne de base à la coupure de données (25 septembre 2007) Environ 2 ans Résultats 1: Titre du bras / groupe: Cohorte un bras / groupe Description: 750 mg lapatinib administré par voie orale deux fois par jour.Cohorte un sujets avaient le statut de performance du groupe d'oncologie coopérative d'Eastern (ECOG) 0 1 et un ou deux schémas de trastuzumab antérieur contenant le total du traitement du cancer du sein dans les milieux adjuvants et / ou métastatiques du nombre global de participants analysés: 94 Type de mesure: Compte des participantsUnité de mesure: Participants Réponse complète (CR): 0 0,0% Réponse partielle (PR): 6 6,4% maladie stable (ET): 40 42,6% maladie progressive (PD): 40 42,6% inconnu: 8 8,5% Résultats 2: ARM/ Titre du groupe: Cohorte B ARM / Groupe Description: 750 mg lapatinib administré par voie orale deux fois par jour.Les sujets de cohorte B avaient le statut de performance ECOG 2 et / ou plus de 2 schémas de trastuzumab antérieurs contenant du traitement du cancer du sein dans les milieux adjuvants et / ou métastatiques.Nombre global de participants Analyse: 143 Type de mesure: Nombre de participants Unité de mesure: Participants Réponse complète (CR): 0 0,0% Réponse partielle (PR): 9 6,3% de maladie stable (ET): 46 32,2% de maladie progressive (PD): 70 49,0% inconnu: 18 12,6%"
64411610-090b-42d2-a176-d2b13ffef591,1,"Contrairement à l'essai principal, l'essai secondaire n'a pas de groupe témoin.","Intervention 1: le bloc nerf pectoral guidé par échographie du groupe PECS est effectué juste après l'induction avant la chirurgie.L'aiguille est avancée vers le plan tissulaire entre le muscle pectoral majeur et le muscle mineur pectoral au voisinage de la branche pectorale de l'artère acromiothoracique et 10 ml de ropivacaïne à 0,5% déposée.De la même manière, 20 ml sont déposés au niveau de la troisième côte entre le muscle mineur pectoral et le muscle antérieur serratus.Intervention 2: Groupe témoin Il n'y a pas de bloc. Intervention 1: Tamoxifène ou létrozole de tamoxifène ou de létrozole travailant pour traiter les femmes atteintes de carcinome canalaire dans le tamoxifène du tamoxifène citrate de chirurgie néoadjuvante thérapie"
adfc79ba-2996-47ce-9986-7d287931df89,1,"Au total, 3 patients dans l'essai primaire connaissent un événement indésirable lié à l'herpès.","Événements indésirables 1: Total: 57/57 (100,00%) Dry Eyes 13/33 (39,39%) Brunes d'estomac 9/33 (27,27%) Nausées après le CT (avant le jour 7) 57/57 (100,00%) Éruption herpétique 0 /33 (0,00%) Skin sèche 15/33 (45,45%) Alopécie 57/57 (100,00%) Événements indésirables 2: Total: 23/23 (100,00%) Dry Eyes 2/11 (18,18%) Brasse-Heété 2/11 (18,18%) Nausées après la CT (avant le jour 7) 23/23 (100,00%) Éruption herpétique 3/11 (27,27%) Peau sèche 9/11 (81,82%) Alopécie 23/23 (100,00%)"
6b595151-7e51-4062-b587-3207ea251677,1,L'essai principal teste la tomographie par émission de positron comme technique pour guider une procédure médicale.,Intervention 1: Biopsie guidée par TEP sans groupe de comparaison.Tous les participants inscrits devaient subir une biopsie guidée par TEP.
c8df3461-4063-4fb0-ae48-f57062eb0a68,0,"Les principaux participants à l'essai ont reçu un niraparib 200 milligrammes (mg) PO une fois par jour pendant un cycle de 28 jours, pendant 3 cycles, après quoi tous les participants subissent une chimiothérapie néoadjuvante.","Intervention 1: Niraparib 200 mg Les participants ont reçu un niraparib 200 milligrammes (mg) par voie orale une fois par jour dans des cycles de traitement de 28 jours.Après 2 cycles, les participants ont subi une intervention chirurgicale ont reçu des cycles supplémentaires de niraparib (maximum de 6 cycles au total) ou ont reçu une chimiothérapie néoadjuvante à la discrétion du médecin.Une imagerie par résonance magnétique mammaire (IRM) a été réalisée à la fin du cycle 2 et les échographies mammaires ont été effectuées à la fin de chaque cycle, y compris tout cycle supplémentaire au-delà du cycle 2. Après la fin de tousLa réponse (PCR) a été évaluée."
2849d0ce-fed2-4c49-bec1-777c440caaeb,0,Plus de patients de l'essai primaire souffrent de dysfonctionnements avec des contractions ventriculaires que la systole ventriculaire.,"Événements indésirables 1: Total: 21/2125 (0,99%) Neutropénie fébrile 0/2125 (0,00%) Hémoglobine 0/2125 (0,00%) Général cardiaque Autre 0/2125 (0,00%) Ischémie / infarctus cardiaque 1/2125 (0,05%)) ANCORME DE CONDUCTION / AV Block Systh Sinus Syndrome 0/2125 (0,00%) Dysfonction diastolique ventriculaire gauche 0/2125 (0,00%) Dysfonction systolique ventriculaire gauche 0/2125 (0,00%) Douleur cardiaque / cœur 0/2125 (0,00%) Adverse Adverse AdverseÉvénements 2: Total: 190/2186 (8,69%) Neutropénie fébrile 3/2186 (0,14%) Hémoglobine 3/2186 (0,14%) Général cardiaque Autre 2/2186 (0,09%) Ischémie / infarctus cardiaque 1/2186 (0,05%)Conduction anormale / AV Block Systh Sinus Syndrome 1/2186 (0,05%) Dysfonction diastolique ventriculaire gauche 3/2186 (0,14%) Dysfonction systolique ventriculaire gauche 1/2186 (0,05%) Douleur cardiaque / cœur 3/2186 (0,14%)"
470611af-16b2-4094-ae2a-c9c6155e2672,1,"La section d'intervention pour l'essai principal ne détaille pas le type ou la durée de l'intervention, contrairement à l'essai secondaire.",Intervention 1: Les patients subissant une chirurgie de mastectomie Nombre d'individus subissant une chirurgie de mastectomie qui ont été approchés pour participer à l'essai Intervention 1: Traitement (Tivantinib) Les patients reçoivent une offre de tivantinib PO les jours 1 21. Les cours se répètent tous les 21 jours en l'absence de progression de la maladie ou inacceptabletoxicité.Les patients subissent une collecte d'échantillons de sang au départ et périodiquement pendant l'étude pour C Met Expression Marqueurs pertinents (HGF et VEGF) Perte PTEN et analyse de mutation PI3K par FISH et IHC.Des échantillons de tissus tumoraux archivés sont également analysés.Analyse des biomarqueurs de laboratoire: études corrélatives Tivantinib: donné PO
8b0482c1-74d4-48ae-96bc-d80f8f1a0f50,0,Les patients de l'essai primaire et de l'essai secondaire prendront l'herceptin © (trastuzumab) ou paclitaxel par voie intraveineuse.,"Intervention 1: Les patients diagnostiques (18F FLT) subissent un TEP / CT de FLT 18F au départ (avant la chimiothérapie FLT 1) Thérapie précoce (5 10 jours après l'initiation du premier cours de chimiothérapie FLT 2) et post-thérapie (dans les 3 semaines précédentesà la chirurgie flt 3).Les patients subissent une résection chirurgicale standard de la tumeur résiduelle après la fin de la chimiothérapie néoadjuvante.Fluorothymidine F 18: Suivez 18f FLT PET / CT Tomographie par émission de positron: Suivez 18f FLT PET / CT Tomographie calculée: SUBTRÉ 18F FLT PET / CT LABORATOYAUR Analyse des biomardes: Corrélative Intervention 1: Herceptin + Taxane Part 1: Herceptin (trastuzumab) intravenimal + Paclitaxel 80Mg / M2 hebdomadaire par voie intraveineuse ou docétaxel 75 mg / m2 par voie intraveineuse une fois toutes les trois semaines (choix des enquêteurs) pendant 8 cycles, puis évaluez le critère d'évaluation primaire.Partie 2: Si SD ou PR CR au cycle 9 (semaine 24), passez à Herceptin (trastuzumab) seul une fois toutes les 3 semaines avant le retrait du DP ou du sujet.Intervention 2: MYL 1401O Trastuzumab + Taxane PARTIE 1: MYL 1401Otrastuzumab par voie intraveineuse + paclitaxel 80 mg / m2 hebdomadaire par voie intraveineuse ou docétaxel 75 mg / m2 par voie intraveineuse une fois toutes les trois semaines (choix des chercheurs) pour 8 cycles, ensuite évaluer pour le point final primaire.Partie 2: Si SD ou PR CR au cycle 9 (semaine 24), passez à MYL 1401O (Mylan Trastuzumab) seul une fois toutes les 3 semaines avant le retrait du DP ou du sujet."
